Distance,NOS
1.917492560000000168e+01,1.795000000000000000e+03
2.387742817999999900e+01,1.268000000000000000e+03
1.884675003999999987e+01,1.341000000000000000e+03
1.458960946000000014e+01,1.280000000000000000e+03
3.000000118999999743e-01,1.260000000000000000e+02
3.000000118999999743e-01,2.610000000000000000e+02
3.000000118999999743e-01,2.680000000000000000e+02
1.422168938999999988e+01,1.060000000000000000e+02
2.546755698999999851e+01,7.400000000000000000e+01
3.835229377999999656e+01,1.510000000000000000e+02
2.617777905000000160e+01,1.080000000000000000e+02
2.058512544999999960e+01,2.690000000000000000e+02
1.679430632000000045e+01,3.690000000000000000e+02
2.233545000000000158e+01,3.610000000000000000e+02
2.992775565999999898e+01,1.620000000000000000e+02
2.408783340999999822e+01,2.220000000000000000e+02
2.076396550000000119e+01,1.360000000000000000e+02
1.816988081999999949e+01,5.810000000000000000e+02
2.977271465999999833e+01,6.600000000000000000e+01
2.543457864999999885e+01,1.330000000000000000e+02
2.654102542000000042e+01,5.190000000000000000e+02
2.095723016000000172e+01,1.845000000000000000e+03
1.989140795000000139e+01,4.890000000000000000e+02
1.960522087000000013e+01,5.360000000000000000e+02
1.573610775999999944e+01,4.210000000000000000e+02
1.449617572000000010e+01,1.438000000000000000e+03
1.070835102999999933e+01,1.509000000000000000e+03
3.000000118999999743e-01,4.000000000000000000e+02
3.000000118999999743e-01,1.310000000000000000e+02
1.861198671000000004e+01,2.500000000000000000e+01
1.759120366999999874e+01,9.100000000000000000e+01
2.022161183000000051e+01,1.110000000000000000e+02
3.374843133000000250e+01,9.700000000000000000e+01
2.678506089000000046e+01,1.340000000000000000e+02
2.209736437000000109e+01,1.900000000000000000e+02
2.149949522000000002e+01,2.000000000000000000e+02
3.084284166999999854e+01,1.470000000000000000e+02
2.257701786999999882e+01,2.220000000000000000e+02
2.145167989999999847e+01,1.780000000000000000e+02
2.049625172000000006e+01,2.400000000000000000e+02
1.616173142999999968e+01,2.430000000000000000e+02
2.028612829000000062e+01,1.370000000000000000e+02
1.955853292000000110e+01,2.050000000000000000e+02
2.466808109999999843e+01,9.340000000000000000e+02
2.062876822000000132e+01,4.970000000000000000e+02
1.852809866000000127e+01,1.210000000000000000e+02
1.579036570000000061e+01,5.500000000000000000e+02
1.113538415000000015e+01,4.070000000000000000e+02
3.000000118999999743e-01,1.206000000000000000e+03
3.000000118999999743e-01,1.363000000000000000e+03
3.000000118999999743e-01,1.949000000000000000e+03
1.161456161999999992e+01,3.020000000000000000e+02
7.467861059999999718e+00,1.391000000000000000e+03
1.438467308999999972e+01,5.090000000000000000e+02
1.619246002999999945e+01,7.560000000000000000e+02
3.228070659000000120e+01,8.300000000000000000e+01
3.826247561000000275e+01,2.400000000000000000e+01
2.001944273000000152e+01,1.080000000000000000e+02
4.244068227999999721e+01,1.130000000000000000e+02
3.254602343999999903e+01,4.170000000000000000e+02
2.416051584999999946e+01,1.140000000000000000e+02
1.949999790000000033e+01,1.480000000000000000e+02
1.664917385000000039e+01,1.810000000000000000e+02
2.218448217999999983e+01,5.800000000000000000e+01
1.919487501000000051e+01,1.170000000000000000e+02
1.653622290999999933e+01,8.200000000000000000e+02
2.019101430999999991e+01,2.004000000000000000e+03
1.842644633999999826e+01,2.420000000000000000e+02
1.828392858999999859e+01,1.680000000000000000e+02
3.000000118999999743e-01,3.910000000000000000e+02
3.000000118999999743e-01,4.690000000000000000e+02
3.000000118999999743e-01,2.341000000000000000e+03
1.640722039999999993e+01,5.530000000000000000e+02
1.375926341000000086e+01,8.470000000000000000e+02
1.605907588999999902e+01,7.600000000000000000e+02
2.307828590000000091e+01,4.700000000000000000e+02
3.515590458999999868e+01,1.180000000000000000e+02
3.177159632000000045e+01,1.480000000000000000e+02
3.109491536000000167e+01,2.370000000000000000e+02
3.427497149999999948e+01,5.080000000000000000e+02
4.074688491999999940e+01,2.430000000000000000e+02
3.927630801000000105e+01,1.520000000000000000e+02
1.847575774999999965e+01,1.980000000000000000e+02
1.787930934999999977e+01,1.740000000000000000e+02
2.185965472000000176e+01,1.190000000000000000e+02
2.172092383000000027e+01,1.290000000000000000e+02
1.317261146000000060e+01,7.010000000000000000e+02
1.277041557999999988e+01,1.139000000000000000e+03
3.000000118999999743e-01,3.500000000000000000e+02
3.000000118999999743e-01,1.790000000000000000e+02
3.000000118999999743e-01,3.209000000000000000e+03
2.366700980999999970e+01,1.010000000000000000e+03
2.706035990999999896e+01,9.340000000000000000e+02
2.290551469000000040e+01,8.500000000000000000e+02
2.621568156000000016e+01,5.860000000000000000e+02
2.447968091999999984e+01,3.940000000000000000e+02
3.118410937999999888e+01,4.350000000000000000e+02
3.105233033000000020e+01,6.990000000000000000e+02
3.240611197999999860e+01,5.380000000000000000e+02
3.681155193000000025e+01,2.850000000000000000e+02
2.511162441000000101e+01,1.290000000000000000e+02
1.878461352000000062e+01,1.300000000000000000e+02
1.915344336000000069e+01,1.160000000000000000e+02
1.826457858999999928e+01,1.440000000000000000e+02
1.143130320000000033e+01,1.150000000000000000e+02
3.000000118999999743e-01,2.207000000000000000e+03
3.000000118999999743e-01,7.300000000000000000e+01
3.000000118999999743e-01,3.337000000000000000e+03
1.128666654999999963e+01,9.000000000000000000e+01
1.183571457999999943e+01,2.520000000000000000e+02
2.703395555999999900e+01,1.713000000000000000e+03
2.732958243999999937e+01,1.449000000000000000e+03
3.443168758000000196e+01,1.037000000000000000e+03
3.122229589000000161e+01,1.048000000000000000e+03
3.724786353999999733e+01,1.171000000000000000e+03
2.487458618999999871e+01,2.480000000000000000e+02
2.186981220999999920e+01,8.250000000000000000e+02
2.201231218999999939e+01,4.060000000000000000e+02
1.826799627999999842e+01,7.500000000000000000e+01
1.421320500000000031e+01,1.590000000000000000e+02
3.000000118999999743e-01,4.650000000000000000e+02
3.000000118999999743e-01,1.681000000000000000e+03
3.000000118999999743e-01,1.339000000000000000e+03
3.000000118999999743e-01,1.355000000000000000e+03
1.259826958000000019e+01,3.470000000000000000e+02
8.021610829000000109e+00,6.200000000000000000e+02
1.638569954000000095e+01,1.000000000000000000e+03
2.355657129000000083e+01,1.640000000000000000e+03
2.974538047000000063e+01,1.546000000000000000e+03
3.813417909000000350e+01,1.236000000000000000e+03
4.228093322000000143e+01,1.657000000000000000e+03
1.942856271999999862e+01,6.300000000000000000e+01
2.224221205999999995e+01,2.700000000000000000e+02
3.000000118999999743e-01,2.050000000000000000e+03
3.000000118999999743e-01,5.570000000000000000e+02
3.000000118999999743e-01,6.840000000000000000e+02
3.000000118999999743e-01,3.571000000000000000e+03
8.814686571999999387e+00,4.630000000000000000e+02
1.058593257000000065e+01,3.910000000000000000e+02
1.315401323000000033e+01,2.740000000000000000e+02
1.103262827000000001e+01,7.080000000000000000e+02
1.487249225999999958e+01,9.270000000000000000e+02
2.249351907000000139e+01,1.808000000000000000e+03
2.738025221999999914e+01,1.693000000000000000e+03
3.529708645000000189e+01,1.496000000000000000e+03
3.000000118999999743e-01,5.230000000000000000e+02
3.000000118999999743e-01,8.020000000000000000e+02
3.000000118999999743e-01,3.117000000000000000e+03
1.167603191000000074e+01,7.260000000000000000e+02
7.990586691999999935e+00,5.100000000000000000e+02
7.955932996999999673e+00,3.540000000000000000e+02
1.411341630999999985e+01,2.460000000000000000e+02
1.540360455000000073e+01,3.330000000000000000e+02
1.584753934999999991e+01,8.120000000000000000e+02
1.922407052000000149e+01,1.832000000000000000e+03
2.474473120000000037e+01,2.398000000000000000e+03
3.000000118999999743e-01,1.801000000000000000e+03
8.791412697000000165e+00,7.220000000000000000e+02
1.144214374999999961e+01,4.200000000000000000e+02
1.260780139999999960e+01,5.770000000000000000e+02
1.603855431999999936e+01,4.980000000000000000e+02
1.973652502999999925e+01,4.490000000000000000e+02
1.831041349999999923e+01,8.930000000000000000e+02
1.918328286999999932e+01,1.041000000000000000e+03
2.077750388999999842e+01,1.405000000000000000e+03
3.000000118999999743e-01,1.801000000000000000e+03
9.076002154999999405e+00,5.250000000000000000e+02
9.725649220999999400e+00,1.275000000000000000e+03
1.184232781999999951e+01,1.876000000000000000e+03
1.480533527000000049e+01,1.894000000000000000e+03
1.669759459999999862e+01,2.077000000000000000e+03
1.786177707999999953e+01,2.331000000000000000e+03
2.001004657000000009e+01,2.428000000000000000e+03
2.276685893000000149e+01,1.648000000000000000e+03
3.000000118999999743e-01,2.694000000000000000e+03
1.494460740000000065e+01,8.070000000000000000e+02
1.912048194999999851e+01,3.660000000000000000e+02
1.499870426999999928e+01,9.280000000000000000e+02
1.555683866000000037e+01,9.870000000000000000e+02
1.765300415000000100e+01,1.098000000000000000e+03
1.895085279999999983e+01,1.227000000000000000e+03
2.011699491999999978e+01,1.412000000000000000e+03
3.000000118999999743e-01,2.339000000000000000e+03
1.737273743000000081e+01,1.464000000000000000e+03
2.014075002999999953e+01,9.200000000000000000e+02
2.446209254000000044e+01,1.240000000000000000e+02
2.551608201999999892e+01,2.050000000000000000e+02
2.610584959999999910e+01,3.070000000000000000e+02
2.587828190999999833e+01,3.410000000000000000e+02
2.568168767999999957e+01,3.170000000000000000e+02
3.000000118999999743e-01,2.394000000000000000e+03
2.033773224000000113e+01,1.301000000000000000e+03
2.933311905000000053e+01,3.500000000000000000e+02
3.577843247999999932e+01,6.500000000000000000e+01
3.121583932000000061e+01,2.080000000000000000e+02
2.539599224000000177e+01,8.770000000000000000e+02
2.684332077999999910e+01,1.126000000000000000e+03
2.806017101000000125e+01,1.251000000000000000e+03
3.035798863999999853e+01,6.050000000000000000e+02
3.000000118999999743e-01,2.668000000000000000e+03
1.516069099999999992e+01,1.908000000000000000e+03
1.660906516000000011e+01,1.488000000000000000e+03
2.072739580000000004e+01,6.130000000000000000e+02
2.156837678999999852e+01,8.730000000000000000e+02
2.270928659000000138e+01,1.280000000000000000e+03
2.444775304999999932e+01,1.208000000000000000e+03
2.553623014000000069e+01,6.870000000000000000e+02
2.764915401000000017e+01,4.820000000000000000e+02
3.000000118999999743e-01,2.949000000000000000e+03
1.538474888000000007e+01,1.699000000000000000e+03
2.234367050999999904e+01,1.259000000000000000e+03
2.057795717999999852e+01,5.900000000000000000e+02
2.309083229000000159e+01,3.600000000000000000e+02
2.503975838999999937e+01,4.250000000000000000e+02
2.457673911999999916e+01,3.870000000000000000e+02
2.443840932000000166e+01,6.090000000000000000e+02
2.543030643000000168e+01,6.200000000000000000e+02
3.000000118999999743e-01,3.171000000000000000e+03
1.353494221999999958e+01,1.468000000000000000e+03
2.089000044000000145e+01,2.700000000000000000e+02
1.805382051000000132e+01,3.010000000000000000e+02
2.013767117000000084e+01,4.300000000000000000e+02
2.156673195999999848e+01,4.510000000000000000e+02
2.325975456000000108e+01,5.990000000000000000e+02
2.444067937000000157e+01,6.930000000000000000e+02
2.904263698999999832e+01,3.610000000000000000e+02
3.000000118999999743e-01,1.970000000000000000e+03
1.703856998999999917e+01,5.030000000000000000e+02
1.770000118999999827e+01,3.300000000000000000e+02
1.830836805999999939e+01,5.020000000000000000e+02
1.850166615999999919e+01,5.400000000000000000e+02
1.994691045000000074e+01,4.860000000000000000e+02
2.195191535000000016e+01,6.760000000000000000e+02
2.450816354000000175e+01,4.770000000000000000e+02
2.699581251000000037e+01,7.200000000000000000e+01
3.000000118999999743e-01,1.036000000000000000e+03
3.000000118999999743e-01,1.248000000000000000e+03
1.949998855999999847e+01,1.500000000000000000e+01
1.745934035999999878e+01,9.100000000000000000e+01
1.957700258999999932e+01,1.870000000000000000e+02
1.766467605000000063e+01,5.860000000000000000e+02
1.803529667999999830e+01,2.890000000000000000e+02
2.271403623999999866e+01,1.780000000000000000e+02
2.572541563000000053e+01,1.770000000000000000e+02
2.466426773999999966e+01,7.000000000000000000e+01
3.000000118999999743e-01,2.324000000000000000e+03
2.445648080999999863e+01,3.930000000000000000e+02
2.454374330999999998e+01,3.200000000000000000e+01
2.182352065999999979e+01,5.100000000000000000e+01
2.054483155999999866e+01,5.800000000000000000e+01
2.277296816000000135e+01,1.110000000000000000e+02
2.505126788999999832e+01,1.170000000000000000e+02
2.607228787000000025e+01,6.500000000000000000e+01
2.990866779999999991e+01,6.900000000000000000e+01
3.000000118999999743e-01,1.860000000000000000e+03
3.000000118999999743e-01,2.072000000000000000e+03
2.209371954999999943e+01,3.980000000000000000e+02
2.513913720000000040e+01,2.810000000000000000e+02
2.237286238000000083e+01,4.460000000000000000e+02
2.490072012999999984e+01,4.090000000000000000e+02
2.076773727000000136e+01,3.100000000000000000e+01
2.347444854000000092e+01,2.780000000000000000e+02
3.127779689999999846e+01,4.780000000000000000e+02
3.000000118999999743e-01,1.222000000000000000e+03
1.698620514999999997e+01,6.960000000000000000e+02
1.956567388999999935e+01,9.090000000000000000e+02
2.144459776000000062e+01,6.950000000000000000e+02
2.499111153000000130e+01,8.000000000000000000e+02
2.609000675000000058e+01,4.810000000000000000e+02
2.260493969999999919e+01,1.152000000000000000e+03
2.794594839999999891e+01,1.488000000000000000e+03
3.355405420000000305e+01,7.840000000000000000e+02
3.000000118999999743e-01,4.970000000000000000e+02
3.000000118999999743e-01,1.385000000000000000e+03
1.425850804000000061e+01,2.046000000000000000e+03
1.966140997999999840e+01,1.998000000000000000e+03
2.215047475000000077e+01,8.300000000000000000e+02
2.147569925999999896e+01,1.313000000000000000e+03
2.707944711000000027e+01,1.276000000000000000e+03
2.811734415000000098e+01,1.100000000000000000e+03
3.334378328999999752e+01,1.000000000000000000e+03
3.000000118999999743e-01,3.100000000000000000e+02
3.000000118999999743e-01,7.530000000000000000e+02
1.263494000000000028e+01,7.900000000000000000e+02
1.151182827999999958e+01,1.167000000000000000e+03
1.771621156000000141e+01,2.295000000000000000e+03
2.223902546000000058e+01,2.083000000000000000e+03
2.473135281000000063e+01,1.320000000000000000e+03
2.267032883999999981e+01,1.844000000000000000e+03
2.946837715999999929e+01,1.079000000000000000e+03
3.016485051000000084e+01,1.019000000000000000e+03
3.000000118999999743e-01,1.980000000000000000e+02
3.000000118999999743e-01,2.100000000000000000e+02
1.021096507999999936e+01,8.210000000000000000e+02
1.342641150999999944e+01,1.545000000000000000e+03
1.827781119999999859e+01,1.041000000000000000e+03
2.027688000999999929e+01,9.040000000000000000e+02
2.363488543000000064e+01,9.630000000000000000e+02
3.255543575000000089e+01,6.600000000000000000e+02
2.500027234999999948e+01,1.424000000000000000e+03
3.214746442999999942e+01,1.213000000000000000e+03
3.000000118999999743e-01,2.500000000000000000e+02
3.000000118999999743e-01,1.850000000000000000e+02
2.048638632999999842e+01,1.910000000000000000e+02
1.571320964999999958e+01,2.650000000000000000e+02
1.507540638000000044e+01,1.114000000000000000e+03
1.552386865999999976e+01,1.521000000000000000e+03
2.032516097999999971e+01,9.420000000000000000e+02
2.384425197999999924e+01,2.870000000000000000e+02
3.322082464999999729e+01,7.200000000000000000e+01
3.190926681999999914e+01,2.910000000000000000e+02
3.367216793000000052e+01,5.860000000000000000e+02
